"NPS","Comentario","Insight","Categoria"
"9","Pedí un préstamo personal de 12.000 euros para reformar la cocina y el proceso fue completamente digital. En diez minutos tuve la aprobación y el dinero en cuenta al día siguiente. El tipo fue competitivo y sin letra pequeña. Muy satisfecho con la agilidad y transparencia.","Proceso digital ágil y transparente en préstamo personal para reforma","Productos"
"9","Las transferencias inmediatas funcionan perfectamente veinticuatro horas al día los trescientos sesenta y cinco días de la semana. El dinero llega en menos de treinta segundos. Sin límite de horario ni recargo adicional. Para operaciones urgentes es una funcionalidad imprescindible que este banco tiene perfectamente implementada.","Transferencias inmediatas disponibles 24/7 sin costes adicionales","Canales"
"1","Me cobraron 0.50 euros por consultar el saldo en un cajero de otra entidad. En la era del banco digital cobrar por consultar tu propio saldo es completamente anacrónico. Además no me lo informaron al contratar la cuenta. Una comisión pequeña pero muy reveladora de la cultura del banco.","Comisión por consulta de saldo en cajero ajeno anacrónica y no informada al contratar","Pricing"
"10","El servicio de banca privada es excepcional. Mi asesor dedica tiempo real a conocer mis objetivos y personales. Las reuniones de seguimiento son frecuentes y productivas. Me siento completamente acompañado en cada decisión financiera importante. Justifica ampliamente lo que cuesta.","Excelente servicio de banca privada con asesoramiento personalizado profundo","Personal"
"10","La línea de crédito para mi empresa es muy flexible: solo pago intereses sobre el importe que uso, no sobre el total disponible. Puedo disponer y devolver cuando quiero. El tipo es competitivo para el mercado actual. Es el producto de financiación más útil que tengo contratado.","Satisfacción con flexibilidad y coste de línea de crédito empresarial","Productos"
"9","El plan de pensiones permite aportaciones desde 50 euros al mes y puedo aumentarlas o reducirlas cuando quiero. La variedad de perfiles de inversión es amplia. Los informes periódicos son claros y detallados. Para la jubilación es la opción más completa que he encontrado.","Satisfacción con flexibilidad y transparencia en plan de pensiones","Productos"
"2","El tipo de interés del crédito al consumo que me ofrecieron era del 16% TAE. Para un cliente de cinco años sin incidencias es incomprensible. La competencia me ofreció la mitad. Cuando intenté negociarlo me dijeron que era la tarifa fija para todos. Sin margen de maniobra.","Tipo de interés en crédito al consumo elevado e innegociable","Productos"
"3","Cobran comisión por hacer una transferencia SEPA dentro de la Unión Europea. Esto lleva años siendo contrario a la normativa europea. Ellos la envuelven como gasto de gestión pero es lo mismo. Una práctica que perjudica al cliente y que debería estar prohibida.","Cobro encubierto por transferencia SEPA contrario a regulación europea","Pricing"
"2","Mi reclamación formal lleva tres meses sin resolución. Me han llamado cuatro veces para pedirme más información que ya había enviado. Cada llamada es de una persona diferente que no conoce el caso. El proceso de reclamaciones parece diseñado para que el cliente se rinda.","Proceso de reclamación prolongado con falta de coordinación interna y seguimiento","Personal"
"2","Los extractos de cuenta solo están disponibles online para los últimos tres meses. Para documentación más antigua hay que solicitarla en oficina con siete días de antelación y a veces cobran por ello. En plena era digital limitar el acceso al histórico es completamente injustificable.","Historial documental digital limitado con cobro por documentación antigua","Canales"
"8","El cashback del 5% en supermercados, gasolineras y restaurantes se aplica automáticamente sin activación manual. El mes pasado recuperé 80 euros solo con gastos habituales. Es un beneficio real y tangible que otros bancos no ofrecen con tanta sencillez.","Cashback automático aplicado correctamente en categorías de gasto cotidiano","Pricing"
"9","La app tiene reconocimiento facial y huella dactilar para acceder. El proceso es instantáneo y muy seguro. Además puedo personalizar el orden de los accesos directos según mis hábitos. La experiencia de usuario es la mejor que he tenido en cualquier app bancaria.","Excelente seguridad biométrica y personalización en la app","Canales"
"4","Cuando mi madre mayor fue a la oficina a hacer una gestión sencilla el empleado le habló muy rápido con jerga financiera que ella no entendía. Nadie tuvo la paciencia de explicarle las cosas despacio. El banco necesita formación en atención a clientes mayores.","Falta de adaptación en la atención a clientes mayores con menor alfabetización financiera","Personal"
"6","Tienen una selección razonable de ETFs de mercados desarrollados pero escasa en emergentes y alternativos. Las comisiones son aceptables aunque no las más bajas del mercado. La plataforma de negociación es funcional pero poco visual. Cumple para el inversor básico pero no para perfiles avanzados.","Oferta de ETFs correcta pero limitada para inversores con perfil avanzado","Productos"
"8","Por tener la nómina y los recibos domiciliados recibo una bonificación de 120 euros al año. La condición es fácil de cumplir y la bonificación llega puntualmente cada semestre. Una forma honesta y simple de premiar la vinculación del cliente.","Bonificación por vinculación sencilla que el banco aplica con puntualidad","Pricing"
"8","El banco tiene un servicio de acompañamiento para clientes mayores muy bien implementado. Cuando acompañé a mi padre, el gestor le explicó todo con paciencia, en términos sencillos y sin prisa. Es un ejemplo de cómo debería ser la atención a un colectivo vulnerable.","Excelente atención personalizada a clientes mayores con paciencia y lenguaje sencillo","Personal"
"3","Las alertas de seguridad están desactivadas por defecto y no es fácil encontrar cómo activarlas. Cuando tuve un cargo fraudulento me enteré días después al revisar el extracto. Un banco que apuesta por la seguridad debería tener estas alertas activadas por defecto.","Alertas de seguridad desactivadas por defecto con difícil configuración","Canales"
"3","El horario del servicio telefónico es de 9:00 a 21:00. Si tienes una urgencia fuera de ese horario no puedes contactar con nadie. Para bloquear una tarjeta o reportar un fraude en fin de semana hay un número de emergencias pero no sirve para nada más. Muy limitado.","Horario de atención telefónica limitado sin cobertura para urgencias generales","Canales"
"9","El cashback del 3% en supermercados, gasolineras y restaurantes se aplica automáticamente sin activación manual. El mes pasado recuperé 80 euros solo con gastos habituales. Es un beneficio real y tangible que otros bancos no ofrecen con tanta sencillez.","Cashback automático aplicado correctamente en categorías de gasto cotidiano","Pricing"
"4","El horario del servicio telefónico es de 9:00 a 20:00. Si tienes una urgencia fuera de ese horario no puedes contactar con nadie. Para bloquear una tarjeta o reportar un fraude en fin de semana hay un número de emergencias pero no sirve para nada más. Muy limitado.","Horario de atención telefónica limitado sin cobertura para urgencias generales","Canales"
"8","Las transferencias inmediatas funcionan perfectamente 24 horas al día los trescientos sesenta y cinco días de la semana. El dinero llega en menos de treinta segundos. Sin límite de horario ni recargo adicional. Para operaciones urgentes es una funcionalidad imprescindible que este banco tiene perfectamente implementada.","Transferencias inmediatas disponibles 24/7 sin costes adicionales","Canales"
"10","Tuve una situación económica muy difícil y mi asesora me ayudó a reestructurar mis deudas sin juzgarme. Me propuso un plan realista y me fue acompañando durante todo el proceso. Gracias a su gestión pude superar una situación que parecía imposible. Le estaré siempre agradecido.","Asesora empática que gestionó reestructuración de deuda con éxito en momento difícil","Personal"
"4","El seguro de hogar tiene un sinfín de exclusiones que no me explicaron al contratarlo. Cuando intenté reclamar por una inundación me denegaron la cobertura por un tecnicismo. Además el precio sube cada año un 10% sin mejora aparente en las condiciones. Completamente decepcionante.","Exclusiones ocultas en seguro de hogar y aumento de precio sin mejora","Productos"
"4","La tarjeta de crédito tiene una cuota anual de 150 euros y los beneficios no justifican ese coste. El cashback es del 0.5% y los seguros de viaje tienen tantas exclusiones que son prácticamente inútiles. Pago por una tarjeta que no me aporta valor real.","Cuota anual de tarjeta no compensada por los beneficios reales que ofrece","Pricing"
"1","La cola en la oficina era de más de una hora el martes por la mañana con solo dos empleados para atender a más de treinta personas. El sistema de cita previa falla y no deja reservar. Es un servicio completamente colapsado que no funciona.","Colapso total en atención presencial de la sucursal sin cita previa funcional","Canales"
